Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards
Johanna Williams,67,69,1952,8,Female,198 Lincoln Street,,Norwalk,CT,06854,41.09,-73.42,$30736,$62669,$70317,760,5
Alessandro Bell,39,69,1980,5,Male,164 Ocean View Street,,Northwood,IA,50459,43.44,-93.21,$16087,$32801,$44496,701,2
Brylee King,50,66,1970,2,Female,4492 Grant Drive,,Conover,NC,28613,35.70,-81.21,$18444,$37617,$57746,695,3
Cannon Masvidal,33,72,1986,7,Male,699 Third Avenue,2,Henderson,TX,75652,32.15,-94.79,$17898,$36496,$119670,759,1
Jordan Fu,77,67,1942,8,Male,8407 Forest Drive,14,Oswego,NY,13126,43.45,-76.50,$20447,$47993,$3080,827,5
Cecelia Kelly,71,66,1948,8,Female,5023 11th Avenue,,Saint George,UT,84790,37.06,-113.57,$15881,$23350,$19515,679,2
Danielle Stewart,52,65,1967,7,Female,4092 El Camino Lane,,Oklahoma City,OK,73114,35.46,-97.51,$14465,$29496,$49681,704,5
Kaylie Lonsdale,59,66,1960,10,Female,102 Burns Boulevard,,Easton,PA,18042,40.68,-75.22,$21005,$42825,$105122,850,5
Alanna Ross,47,64,1972,8,Female,467 Birch Avenue,,Sodus,NY,14551,43.23,-77.06,$16703,$34057,$59247,655,4
Belen Fu,42,73,1977,8,Female,152 El Camino Boulevard,,Hitchcock,TX,77563,29.31,-95.01,$21178,$43181,$57199,710,3
Tommy Fu,32,66,1987,8,Male,4063 Burns Boulevard,,Florham Park,NJ,07932,40.77,-74.39,$47698,$97248,$197100,775,5
Lukas Cox,43,64,1976,11,Male,582 Essex Street,,Sullivan,MO,63080,38.21,-91.16,$17101,$34869,$53381,699,2
Carlee Roman,58,62,1961,4,Female,690 Hill Lane,,Barron,WI,54812,45.40,-91.84,$15371,$31343,$49537,741,3
Anika Hall,63,62,1956,5,Female,440 North Street,,Abilene,TX,79605,32.45,-99.73,$16665,$30399,$19404,668,4
Sloane Ward,52,66,1967,9,Female,417 Hill Lane,,Lexington,KY,40509,38.04,-84.45,$28583,$58278,$51539,689,6
Steven King,62,55,1958,2,Male,506 Washington Lane,,Leitchfield,KY,42754,37.48,-86.29,$14038,$9445,$14856,641,2
Celeste Ward,32,66,1987,10,Female,12960 El Camino Lane,4914,Newark,NJ,07112,40.72,-74.17,$16691,$34034,$55846,633,2
Zayne Adams,59,67,1960,8,Male,763 Essex Avenue,,Miami,FL,33156,25.77,-80.20,$53676,$109440,$180865,737,5
Kinslee Anderson,20,61,2000,2,Female,72 Lexington Avenue,,Woodbridge,NJ,07095,40.55,-74.28,$30587,$62365,$137710,606,1
Lilly Chen,85,67,1935,1,Female,872 Lake Avenue,2,Everett,PA,15537,40.01,-78.36,$15262,$38499,$1493,746,5
Sheila Martinez,21,65,1998,9,Female,3208 El Camino Street,,Plainfield,IN,46168,39.70,-86.38,$23355,$47622,$87054,709,2
Kassidy James,48,62,1972,1,Female,940 First Drive,,New Bloomfield,MO,65063,38.71,-92.08,$19627,$40017,$75377,648,1
Thea Morales,28,71,1991,5,Female,672 Grant Lane,,Green Cove Springs,FL,32043,29.98,-81.67,$19805,$40381,$63008,730,3
Lea Mitchell,63,65,1956,10,Female,881 Ocean View Street,,Chicago,IL,60657,41.83,-87.68,$0,$4,$0,691,3
Audrey Morales,32,67,1987,12,Female,7012 11th Lane,,New York,NY,10025,40.71,-73.99,$23874,$48676,$110589,721,4
Shawn Walker,62,66,1957,9,Male,6076 Bayview Boulevard,,Milwaukee,WI,53206,43.06,-87.96,$9995,$20377,$12092,789,4
Ryan Ajami,53,68,1967,2,Female,75011 Lafayette Drive,42,Mira Loma,CA,91752,33.99,-117.53,$19851,$40470,$87086,691,5
Kingston Peterson,52,62,1967,3,Male,544 Main Drive,,Canton,MA,02021,42.15,-71.13,$38878,$79272,$107029,716,3
Rhett Nelson,42,63,1978,1,Male,603 Rose Avenue,,Windsor,CT,06095,41.85,-72.65,$29261,$59663,$89579,681,1
Zayd Kelly,30,71,1990,2,Male,5737 Washington Boulevard,,Huntingdon Valley,PA,19006,40.13,-75.06,$34043,$69412,$64273,699,2
Melany Taylor,23,55,1996,3,Female,989 Hill Avenue,,Leesburg,FL,34748,28.80,-81.88,$11204,$22844,$37625,689,1
Ahmed Russell,69,63,1950,4,Male,5233 Valley Stream Street,,Albuquerque,NM,87106,35.11,-106.62,$20993,$16542,$36831,733,3
Peyton Richardson,23,71,1996,10,Female,515 Tenth Lane,,Carmel,CA,93923,36.46,-121.82,$29174,$59479,$69645,688,1
Emerald Butler,61,64,1958,5,Female,98 Ninth Street,,Ooltewah,TN,37363,35.06,-85.09,$25814,$52633,$137109,704,1
Coraline Gonzalez,21,67,1998,4,Female,4497 Summit Boulevard,,Mount Airy,NC,27030,36.50,-80.61,$15286,$31167,$29342,749,3
Tori Ortiz,25,65,1994,4,Female,7111 Lexington Avenue,,Des Moines,IA,50313,41.57,-93.61,$18568,$37864,$57052,686,1
Tinsley Campbell,18,61,2001,9,Female,293 South Street,,Laneville,TX,75667,31.94,-94.85,$16183,$32998,$45196,736,1
Susan Kelley,31,69,1988,8,Female,1415 Sixth Street,830,Midland,TX,79701,32.02,-102.10,$17329,$35331,$55566,697,4
Barrett Brooks,46,68,1974,2,Male,2292 South Street,72,Grenada,MS,38901,33.77,-89.81,$15568,$31739,$81905,799,5
Rylie Roberts,18,65,2001,4,Female,1692 Hillside Avenue,2001,Gorman,TX,76454,32.21,-98.67,$12583,$25654,$55761,746,1
Curtis Rivera,35,66,1984,10,Male,34 Summit Drive,2,Chula Vista,CA,91911,32.61,-117.03,$16942,$34542,$35474,697,4
Elias El-Mafouk,26,61,1993,5,Male,930 Mill Drive,,Herrin,IL,62948,37.80,-89.03,$16397,$33437,$56690,588,1
Andre Burns,53,69,1966,7,Male,274 Summit Street,,Dallas,TX,75227,32.79,-96.76,$13799,$28134,$20231,707,3
Coen Peres,54,71,1965,9,Male,9939 Mill Lane,780,Suwanee,GA,30024,34.05,-84.07,$35710,$72807,$0,803,3
Gracelynn Peres,62,65,1957,10,Female,24684 Ocean View Boulevard,,Gresham,OR,97080,45.47,-122.37,$22599,$46075,$139335,741,3
Olivia Brooks,35,69,1984,6,Female,4395 Bayview Lane,,Spokane,WA,99216,47.69,-117.19,$17760,$36213,$48364,637,1
Melody Hill,62,66,1957,7,Female,4823 Lincoln Drive,4,Denver,CO,80221,39.76,-104.87,$16459,$33556,$10619,799,4
Leonardo Howard,54,61,1965,7,Male,456 Sixth Boulevard,,Austin,TX,78705,30.26,-97.74,$23287,$47482,$59590,726,5
Joshua Diaz,52,60,1967,8,Male,3740 Ocean Lane,,Elyria,OH,44035,41.37,-82.10,$18110,$36927,$54145,554,1
Lillie Peres,18,65,2002,1,Female,24 Lafayette Street,,Valdosta,GA,31605,30.84,-83.27,$19681,$40131,$48468,721,1
Liliana Thomas,52,69,1967,10,Female,549 Tenth Avenue,,Chicago,IL,60620,41.83,-87.68,$14963,$30509,$56953,641,2
Selah Morales,87,69,1932,11,Female,983 George Boulevard,,Oceanside,CA,92057,33.27,-117.28,$22270,$33279,$1642,778,6
Kamari Hughes,61,67,1958,3,Male,5363 Tenth Lane,,Charlotte,TN,37036,36.18,-87.34,$17261,$35196,$51751,684,4
Samara Murphy,52,65,1967,10,Female,445 West Boulevard,1,Jersey City,NJ,07306,40.71,-74.06,$21642,$44128,$148684,739,3
Rebekah Davis,20,70,1999,8,Female,885 Bayview Lane,,Fargo,ND,58103,46.87,-96.81,$22214,$45292,$88917,660,4
Lennon Martin,42,66,1977,9,Male,763 Lexington Avenue,,College Park,MD,20740,38.99,-76.93,$26224,$53464,$20683,751,4
Wynter Nguyen,40,65,1979,10,Female,464 Lake Drive,,Corona,NY,11368,40.74,-73.85,$13177,$26865,$19529,826,5
Kiana Edwards,18,69,2002,2,Female,2668 Lafayette Avenue,,Cape Canaveral,FL,32920,28.40,-80.60,$20392,$41579,$50190,694,2
Jana Watson,46,70,1973,8,Female,9503 South Street,,Big Bear Lake,CA,92315,34.23,-116.86,$15515,$31632,$76538,832,3
Paisleigh Merkel,30,67,1989,7,Female,594 Mountain View Street,,Bismarck,ND,58504,46.80,-100.76,$23679,$48277,$110153,740,4
Justin Evans,19,62,2000,10,Male,122 11th Drive,,Effingham,SC,29541,34.05,-79.75,$16393,$33426,$51699,664,4
Zaniyah Abe,73,68,1946,3,Female,3802 Maple Street,,Cleveland,OH,44104,41.47,-81.67,$9389,$13089,$10928,772,4
Alfred Abe,24,65,1995,6,Male,7675 Main Boulevard,2,Allendale,SC,29810,33.00,-81.30,$11384,$23212,$25138,799,3
Brian Brown,18,63,2002,1,Male,7193 George Boulevard,,Canoga Park,CA,91304,34.22,-118.59,$24074,$49084,$106863,577,3
Laura Green,63,68,1956,11,Female,412 Spruce Boulevard,,Albany,NY,12206,42.66,-73.79,$15490,$31582,$23359,693,4
Jayceon Foster,74,66,1945,5,Male,960 Mill Lane,754,Rush,NY,14543,42.98,-77.67,$26072,$54013,$3628,779,8
Callum Ajami,41,64,1978,12,Male,3536 Burns Street,,Texarkana,TX,75501,33.44,-94.07,$15884,$32387,$65171,765,1
Lilyana Green,61,65,1959,2,Female,576 Jefferson Boulevard,,De Land,IL,61839,40.12,-88.64,$16978,$34619,$13326,747,5
Armani Edwards,52,67,1968,2,Male,142 First Drive,,Dallas,TX,75227,32.79,-96.76,$13799,$28137,$88482,797,6
Liv Evans,56,68,1963,11,Female,5814 Ocean Street,60,Fall River Mills,CA,96028,41.01,-121.47,$13723,$27981,$62926,717,3
Amani Roman,65,66,1954,3,Female,6303 South Boulevard,,Patterson,LA,70392,29.69,-91.30,$19237,$39221,$45409,786,4
Kenzie Kelley,25,70,1994,8,Female,166 Littlewood Lane,,Los Angeles,CA,90036,34.06,-118.35,$40761,$83104,$222502,714,5
Johan Xi,59,65,1960,9,Male,948 Federal Drive,,Simpsonville,SC,29680,34.73,-82.25,$23966,$48867,$92873,644,2
Londyn Rodriguez,49,61,1970,4,Female,824 West Drive,5,Pascoag,RI,02859,41.95,-71.70,$24260,$49464,$123198,705,6
Milena Reed,37,73,1982,11,Female,4830 Ocean Drive,,Parrish,AL,35580,33.73,-87.28,$17716,$36122,$51593,641,2
Brenden Brown,20,74,1999,9,Male,2539 Hill Street,7,West Warwick,RI,02893,41.69,-71.51,$22701,$46284,$46220,850,1
Justice Davis,49,69,1970,10,Female,990 Burns Boulevard,,Gastonia,NC,28056,35.25,-81.17,$23879,$48688,$81995,679,1
Veronica Lewis,50,68,1969,9,Female,9794 Essex Lane,5,Seattle,WA,98117,47.68,-122.38,$35031,$71427,$115702,709,3
Eduardo Murphy,60,65,1959,12,Male,53 Madison Street,,Kennett Square,PA,19348,39.84,-75.71,$34744,$70840,$52578,736,4
Reese Torres,32,66,1988,2,Female,8445 11th Lane,9,Fort Mill,SC,29707,34.99,-80.86,$26878,$54804,$172493,687,2
Mohamed Perez,88,57,1931,9,Male,636 Main Avenue,,Buchanan Dam,TX,78609,30.79,-98.43,$13088,$22371,$994,700,4
Tommy Brown,51,65,1968,11,Male,1209 George Drive,,Fayetteville,NC,28312,34.93,-78.72,$18376,$37467,$50461,784,4
Jaxen Faraday,32,71,1987,11,Male,2426 Littlewood Avenue,10,Saint Paul,MN,55101,44.94,-93.10,$30650,$62492,$18680,686,3
Westin Jackson,42,67,1977,8,Male,9387 Lincoln Boulevard,5,Clever,MO,65631,37.02,-93.47,$17222,$35119,$57463,850,3
Emmeline Cox,63,66,1957,1,Female,13 Sixth Boulevard,,San Diego,CA,92105,32.73,-117.08,$13805,$28147,$25987,756,7
Rocky Adams,19,62,2001,1,Male,3804 Ninth Street,8477,Norcross,GA,30092,33.94,-84.20,$31677,$64585,$121851,665,1
Dario Thompson,33,69,1986,6,Male,81 Wessex Drive,,Stockton,CA,95210,38.02,-121.30,$14709,$29996,$44313,809,4
Ariyah Phillips,61,67,1959,1,Female,2111 Burns Street,,El Paso,TX,79928,31.65,-106.15,$14322,$29206,$25966,716,6
Francis Brooks,51,69,1968,8,Male,932 Bayview Avenue,,Prairie Village,KS,66208,38.90,-94.68,$41663,$84944,$57746,713,3
Emma Ross,21,71,1998,3,Female,7469 El Camino Street,,Dearborn,MI,48126,42.31,-83.21,$11773,$24006,$57226,801,2
Eliseo Price,50,62,1969,11,Male,6669 Burns Street,,Torrington,CT,06790,41.83,-73.12,$22401,$45674,$83331,717,1
Jayde Powell,48,75,1972,1,Female,6126 Ocean View Boulevard,,Lapel,IN,46051,40.06,-85.84,$19810,$40392,$52417,645,1
Jana Howard,41,68,1978,5,Female,1071 Lafayette Street,,Pittsfield,NH,03263,43.30,-71.33,$19781,$40334,$65793,597,3
Reed Ortiz,36,65,1984,1,Male,4172 Federal Drive,1344,Mesa,AZ,85202,33.38,-111.87,$21053,$42927,$132343,687,4
Prakash Mitchell,24,69,1995,12,Male,652 Maple Street,,Dayton,OH,45420,39.77,-84.19,$18208,$37122,$58984,753,4
Fiona Jenkins,36,65,1983,5,Female,980 Federal Drive,,Detroit,MI,48209,42.38,-83.10,$9710,$19800,$40038,682,3
Aydin Miller,49,67,1970,8,Male,468 Park Lane,,Grantham,PA,17027,40.23,-77.02,$21728,$44303,$53407,696,1
Heaven Kelley,61,71,1958,4,Female,9189 Valley Street,,Utica,NY,13501,43.10,-75.23,$15194,$30984,$39222,616,4
Casey Carter,45,66,1975,1,Female,471 Eighth Lane,,Morristown,NJ,07960,40.79,-74.47,$55362,$112875,$44432,709,2
Meredith Moore,28,65,1991,11,Female,5663 Martin Luther King Boulevard,7,Mosheim,TN,37818,36.19,-82.95,$14406,$29371,$32300,715,2
Hunter Perez,35,64,1984,8,Male,4238 Lexington Lane,,Cicero,IL,60804,41.84,-87.75,$13891,$28325,$38658,822,6
Julia Morris,52,69,1968,2,Female,38688 First Avenue,,Chicago,IL,60630,41.83,-87.68,$22296,$45462,$68494,657,5
Thalia King,32,66,1987,7,Female,767 Park Drive,,Lubbock,TX,79413,33.57,-101.87,$17444,$35565,$54634,681,3
Khalid Murphy,18,64,2002,1,Male,3578 Pine Lane,,Concord,NC,28025,35.40,-80.59,$20570,$41940,$82593,710,1
Jaelyn Diaz,61,70,1958,3,Female,4155 Spruce Avenue,,Thorofare,NJ,08086,39.85,-75.18,$28663,$58433,$48231,696,4
Emmitt Kelley,57,69,1962,11,Male,1690 Main Avenue,,Jackson Center,PA,16133,41.27,-80.13,$16809,$34272,$39514,765,4
Magnus Sullivan,18,69,2001,9,Male,38 Valley Stream Street,,Saint Petersburg,FL,33704,27.75,-82.64,$34974,$71312,$200793,741,4
Camilla Macron,49,69,1970,11,Female,6999 Lexington Lane,,Sacramento,CA,95822,38.51,-121.49,$18344,$37401,$76201,737,4
Anabelle Cook,18,65,2002,2,Female,303 Lexington Drive,,Pompano Beach,FL,33071,26.23,-80.13,$27916,$56921,$115330,823,1
Allan James,52,60,1967,10,Male,146 Plum Avenue,,Indianapolis,IN,46203,39.77,-86.14,$14691,$29957,$60321,624,5
Skylar Perez,51,68,1969,1,Male,6310 El Camino Drive,,Godfrey,IL,62035,38.96,-90.18,$21680,$44206,$62813,690,1
Westley Foster,47,57,1973,1,Male,605 Hillside Boulevard,,Abbeville,LA,70510,29.97,-92.12,$18730,$38190,$81968,652,1
Emmaline Fernandez,37,66,1982,4,Female,363 Main Lane,,Blytheville,AR,72315,35.93,-89.92,$16689,$34032,$68762,769,2
Moises Butler,43,69,1976,6,Male,33 Bayview Avenue,,Fayetteville,NC,28303,35.05,-78.87,$17751,$36189,$16988,694,3
Isaiah Fox,51,65,1969,1,Male,1047 Seventh Street,,Jackson,MS,39213,32.32,-90.20,$11061,$22557,$63019,699,5
Jonas Brown,44,68,1975,11,Male,4169 Fourth Lane,,Camarillo,CA,93010,34.23,-119.07,$27544,$56163,$104767,671,1
Kade Adams,44,71,1975,10,Male,168 Mill Drive,,Vancouver,WA,98684,45.63,-122.52,$22050,$44963,$90682,705,4
Byron Cooper,20,68,1999,11,Male,76089 Grant Boulevard,,Sterling Heights,MI,48310,42.58,-83.03,$19200,$39144,$55347,702,1
Alexandria Brooks,82,67,1937,8,Female,362 Martin Luther King Street,303,Grover Hill,OH,45849,41.01,-84.47,$15090,$21815,$1597,498,5
Maggie Wright,49,70,1971,2,Female,6661 Mill Lane,,Olympia,WA,98516,47.11,-122.76,$24044,$49026,$83385,718,1
Ariel Torres,38,68,1982,1,Male,839 Essex Lane,,Great Falls,MT,59404,47.65,-111.38,$19560,$39882,$77817,809,4
Kaitlyn Diaz,59,63,1960,12,Female,265 Ocean Drive,,Katy,TX,77493,29.79,-95.82,$26422,$53878,$78143,779,4
Stevie Macron,18,64,2001,9,Female,3371 Madison Boulevard,,Camp Pendleton,CA,92055,33.29,-117.30,$15520,$31644,$70064,480,1
Nataly Mitchell,30,69,1989,4,Female,145 Spruce Street,,Commerce City,CO,80022,39.86,-104.86,$20522,$41839,$46226,761,4
Hattie Smith,54,66,1965,3,Female,2571 Plum Avenue,,Palm Bay,FL,32905,27.98,-80.66,$15318,$31240,$26005,770,5
Miranda Evans,80,69,1940,1,Female,221 Catherine Boulevard,,Fleischmanns,NY,12430,42.15,-74.53,$14515,$9766,$66,732,4
Thalia Phillips,25,65,1994,8,Female,355 Burns Boulevard,,Sunbury,PA,17801,40.86,-76.78,$16519,$33682,$42690,793,1
Jeremiah Gonzalez,29,66,1990,5,Male,7135 Ninth Lane,,Chestnut Hill,MA,02467,42.31,-71.16,$62177,$126775,$28869,685,2
Elaine Johnson,45,72,1974,5,Female,4173 Wessex Avenue,,Pennington,AL,36916,32.19,-88.05,$17076,$34817,$63313,586,1
Ellianna Martin,65,65,1955,2,Female,674 Elm Boulevard,,Blair,NE,68008,41.54,-96.13,$25102,$16889,$38489,679,5
Maren Bennett,25,63,1994,9,Female,212 Lincoln Lane,,Jacksonville,FL,32210,30.33,-81.65,$19617,$40000,$127951,767,3
Chaim Barnes,31,71,1988,5,Male,913 Mill Boulevard,,Alstead,NH,03602,43.15,-72.36,$20592,$41986,$134162,697,1
Brendan Neufelder,23,65,1996,12,Male,2545 Federal Drive,,Jersey City,NJ,07306,40.71,-74.06,$21642,$44128,$0,760,1
Edward Roberts,23,65,1996,7,Male,16 Jefferson Drive,,Mundelein,IL,60060,42.26,-88.00,$28799,$58721,$135065,758,1
Joey Taylor,55,68,1964,5,Male,1587 Rose Lane,,Como,MS,38619,34.51,-89.94,$12285,$25051,$19465,734,4
Elizabeth Gomez,20,67,1999,12,Female,12694 Fourth Boulevard,1,Yuma,CO,80759,40.12,-102.72,$14242,$29040,$36331,703,1
Warren Harris,45,67,1974,6,Male,955 Seventh Avenue,,Auburn,AL,36831,32.59,-85.48,$20782,$42379,$64124,550,1
Terrance Martinez,59,67,1960,5,Male,6320 East Avenue,,Valley Center,CA,92082,33.25,-116.98,$22727,$46341,$78610,686,6
Alec Johnson,20,64,2000,2,Male,8997 Summit Avenue,,Hummelstown,PA,17036,40.26,-76.71,$31040,$63292,$145756,635,1
Emmanuel Richardson,37,68,1983,2,Male,95873 Madison Boulevard,,Cosby,TN,37722,35.81,-83.25,$11755,$23967,$3880,722,4
Mira Collins,41,72,1978,12,Female,691 Valley Drive,,Brunswick,OH,44212,41.24,-81.82,$23559,$48038,$83238,704,6
Cristian Macron,27,65,1992,10,Male,311 Little Creek Boulevard,,San Francisco,CA,94112,37.72,-122.44,$22549,$45973,$0,777,2
Axl Collins,75,65,1945,2,Male,863 Park Drive,63,Zebulon,NC,27597,35.82,-78.31,$19485,$22850,$17453,714,6
Maxine Moore,22,63,1998,1,Female,7902 Norfolk Drive,,Essex,MD,21221,39.30,-76.44,$21017,$42856,$67954,571,1
Dennis Turner,22,66,1997,12,Male,7296 Second Lane,,Cynthiana,KY,41031,38.38,-84.29,$17478,$35635,$16372,713,4
Thea Brown,66,66,1953,5,Female,56 Tenth Boulevard,,Los Angeles,CA,90001,33.97,-118.24,$11649,$24947,$1767,766,4
Zara Chen,74,57,1945,4,Female,826 12th Drive,3,Santaquin,UT,84655,39.99,-111.81,$18058,$31792,$28723,647,3
Addyson Xi,23,59,1996,8,Female,2478 El Camino Avenue,,Joaquin,TX,75954,31.96,-94.05,$19119,$38983,$96098,577,1
London Fisher,31,67,1988,4,Female,8862 Ninth Avenue,,North Wales,PA,19454,40.21,-75.27,$35861,$73117,$73557,685,2
Sylvia Butler,59,66,1960,3,Female,8060 Pine Boulevard,,Providence,RI,02903,41.82,-71.41,$30403,$61991,$2151,758,4
Harlee Mitchell,19,65,2000,3,Female,5709 Little Creek Lane,17,Detroit,MI,48223,42.38,-83.10,$15790,$32192,$24074,686,2
Chris Hill,36,64,1983,11,Male,2352 Bayview Boulevard,10,Orlando,FL,32804,28.50,-81.37,$33078,$67444,$93513,850,1
Kailyn Parker,22,67,1997,10,Female,6179 Eighth Boulevard,8,Standish,ME,04084,43.73,-70.55,$22485,$45846,$103277,766,1
Perla Chen,81,70,1938,6,Female,7673 Plum Drive,,Tampa,FL,33617,27.95,-82.48,$18881,$28594,$1821,728,5
Helen Leroux,29,71,1990,10,Female,412 First Boulevard,,Humble,TX,77346,29.99,-95.26,$32943,$67166,$123932,688,2
Christian Lonsdale,47,72,1972,5,Male,38318 West Drive,,Dawsonville,GA,30534,34.42,-84.11,$20581,$41965,$55700,724,2
Yareli Wilson,47,68,1973,1,Female,965 Wessex Street,,La Habra,CA,90631,33.94,-117.95,$23740,$48406,$80441,683,3
Jessie Xi,35,67,1984,11,Female,5223 Lafayette Drive,,Newtown,PA,18940,40.22,-74.93,$50208,$102369,$189558,738,2
Kaitlyn Martinez,66,67,1953,11,Female,289 Ocean View Avenue,,Miami,FL,33193,25.77,-80.20,$17893,$36481,$81550,850,6
Westley Lopez,25,63,1994,11,Male,225 Seventh Avenue,,Osseo,MN,55369,45.11,-93.39,$29872,$60910,$110864,679,2
Kaylee Ward,49,65,1970,11,Female,8893 Littlewood Lane,76,Charleston,SC,29403,32.78,-79.99,$17158,$34982,$134631,765,3
Abril Martin,79,57,1940,12,Female,2487 Martin Luther King Drive,38,Waipahu,HI,96797,21.39,-158.01,$21314,$32232,$21134,652,5
Andrew Turner,37,69,1983,1,Male,9550 Jefferson Street,7,West Bloomfield,MI,48322,42.56,-83.38,$32423,$66111,$98102,771,5
Rose Schmidt,81,59,1938,8,Female,97339 Lake Avenue,3,Irvington,NY,10533,41.03,-73.86,$74205,$162709,$5642,542,3
Bryson Peres,46,70,1974,1,Male,3551 Spruce Boulevard,,Des Moines,IA,50313,41.57,-93.61,$18568,$37857,$57727,800,2
Amir Leroux,70,66,1949,7,Male,744 Lafayette Street,,Franklin,TX,77856,31.02,-96.48,$17356,$23082,$23406,638,5
Malcolm Masvidal,83,64,1936,6,Male,873 Summit Street,46,Brooklyn,NY,11215,40.64,-73.94,$0,$2,$0,667,6
Lincoln Fox,37,68,1982,9,Male,1723 North Lane,9,Stratford,CT,06614,41.20,-73.13,$27589,$56248,$149587,728,4
Rose Adams,18,67,2001,3,Female,356 Plum Boulevard,7,Lone Star,TX,75668,32.93,-94.70,$15832,$32281,$80882,630,2
Angelo Cook,85,71,1934,5,Male,2 11th Avenue,,Sumter,SC,29153,33.94,-80.39,$14224,$30451,$93,686,4
Yaretzi Cook,85,62,1934,4,Female,7016 Hillside Lane,,Canton,NC,28716,35.54,-82.84,$16248,$28134,$2081,674,2
Susan Diaz,47,65,1972,12,Female,14780 Plum Lane,72,Bronx,NY,10463,40.84,-73.87,$25537,$52065,$98613,828,5
Alivia Ryan,32,67,1987,7,Female,2785 Elm Drive,,Garden Grove,CA,92844,33.76,-117.97,$16289,$33212,$59638,649,1
Axl Powell,52,65,1967,9,Male,858 Martin Luther King Drive,1,North Hollywood,CA,91605,34.20,-118.39,$15239,$31070,$86747,708,4
Jaxson Anderson,18,68,2001,11,Male,69524 Valley Lane,,Marion,KY,42064,37.33,-88.07,$14500,$29562,$31509,757,1
Jose Thomas,52,67,1967,10,Male,6785 Essex Lane,,Gaithersburg,MD,20879,39.14,-77.21,$30179,$61532,$26832,683,4
Alivia Cook,18,62,2002,1,Female,91 Essex Lane,,Alamogordo,NM,88310,32.88,-105.95,$15095,$30778,$73680,681,1
Kingsley Neufelder,66,57,1953,10,Male,35 Essex Drive,,Westfield,NC,27053,36.48,-80.61,$15838,$27266,$19798,777,5
Ronan Sullivan,57,69,1962,5,Male,241 Hillside Lane,,Grand Forks,ND,58201,47.91,-97.07,$23910,$48750,$117616,716,5
Cole Murphy,18,67,2002,2,Male,628 Norfolk Avenue,,Arlington,MA,02476,42.41,-71.16,$40694,$82972,$173295,653,1
Jolie Masvidal,21,62,1998,7,Female,288 North Avenue,,New Orleans,LA,70118,30.06,-89.93,$27603,$56280,$81803,760,1
Otto Williams,18,67,2001,4,Male,6445 Ninth Lane,,Lynnwood,WA,98037,47.85,-122.28,$24564,$50086,$51164,776,3
Kyla Thompson,22,69,1997,12,Female,8974 West Lane,,Oklahoma City,OK,73112,35.46,-97.51,$19076,$38892,$50150,705,2
Anika Garcia,47,66,1972,4,Female,9020 North Street,4,Decatur,IL,62521,39.85,-88.93,$22153,$45164,$0,730,3
Jamie Rivera,38,66,1981,7,Female,4260 Essex Lane,,Quakertown,PA,18951,40.43,-75.34,$25205,$51391,$94145,656,1
Blake Sadr,54,69,1966,1,Male,112 Burns Lane,,Massillon,OH,44646,40.78,-81.52,$20783,$42379,$136748,692,3
Santiago Cruz,49,62,1970,8,Male,344 Birch Street,9,Denison,IA,51442,42.01,-95.34,$16673,$33995,$46102,531,1
Hezekiah Howard,18,65,2002,1,Male,822 Ocean View Lane,27,Baldwin Park,CA,91706,34.09,-117.96,$15775,$32165,$25778,689,1
Adley Rivera,54,67,1965,5,Female,984 Eighth Avenue,8,Old Saybrook,CT,06475,41.29,-72.36,$30281,$61740,$126015,583,2
Analia Collins,86,69,1933,11,Female,235 Fourth Street,8,Hattiesburg,MS,39401,31.31,-89.30,$14383,$9678,$812,688,6
Macy Anwar,46,73,1974,2,Female,2794 Seventh Drive,2,Millington,TN,38053,35.33,-89.88,$19115,$38971,$0,784,3
Nico Brown,85,71,1934,7,Male,5993 12th Lane,,Lubbock,TX,79403,33.57,-101.87,$12187,$12826,$1550,734,5
Keith Labelle,77,60,1942,6,Male,766 Mountain View Drive,1,Mission,TX,78572,26.21,-98.31,$14275,$22104,$20031,670,3
Serenity Foster,23,71,1996,10,Female,533 Fourth Street,,Fair Oaks,CA,95628,38.65,-121.25,$27548,$56168,$186534,703,3
Arthur White,18,65,2002,2,Male,6638 Summit Lane,,Asheville,NC,28803,35.57,-82.54,$22223,$45313,$21488,716,2
Jemma Thomas,53,65,1966,12,Female,1540 El Camino Avenue,6,West Palm Beach,FL,33406,26.74,-80.12,$18205,$37119,$55010,718,5
Isla Ramirez,25,67,1995,1,Female,8482 Elm Lane,,Palmer,TX,75152,32.42,-96.67,$21032,$42883,$65917,807,3
Noa King,53,58,1966,11,Female,6733 Third Boulevard,,Elyria,OH,44035,41.37,-82.10,$18110,$36925,$89762,721,5
Roy Martinez,32,64,1987,7,Male,2783 Washington Avenue,2,East Northport,NY,11731,40.87,-73.32,$33338,$67976,$105337,747,3
Madeline El-Mafouk,27,65,1993,2,Female,711 Norfolk Drive,7,Wellsville,OH,43968,40.60,-80.65,$16314,$33266,$0,693,5
Tessa Baker,25,60,1994,5,Female,4386 El Camino Boulevard,,Jacksonville,FL,32218,30.33,-81.65,$19382,$39520,$61310,595,2
Jamal Brooks,27,65,1992,3,Male,900 Norfolk Avenue,10,Greenwood,IN,46143,39.61,-86.11,$25773,$52550,$140825,710,1
